user,url,komentar
a.prn29,https://www.instagram.com/a.prn29/,"Is this the solution? I don't think that's a solution, we can regulate the Tiktok Shop rules such as how to sell or buy according to the government's wishes. I think there's  another solution for this case"
_riifkzy18,https://www.instagram.com/_riifkzy18/,Kenapa engga diblokir sekalian aplikasi tiktoknya.. harapan saya🙏
poska.cks,https://www.instagram.com/poska.cks/,"Kurir jnt paket e mundak sepi 😢, roto² paket jnt teko tiktok shop wkwk"
rafyclawworld_,https://www.instagram.com/rafyclawworld_/,Yaah :((
andiniheryanti,https://www.instagram.com/andiniheryanti/,
sataardi,https://www.instagram.com/sataardi/,Tutup saja tiktok
mrafimuzhffr_,https://www.instagram.com/mrafimuzhffr_/,"Jadi kaya instagram gitu ga si, maksudnya pemerintah hanya mengizinkan promosi yg dengan kata lain transaksi dilakukan antara penjual dan pembeli langsung. Tidak dengan pihak ketiga(tiktok). Jadi kalau mau belanja masi bisa cuman langsung bayar dan transaksi ke account tokonya ga checkout dan bayar lewat tiktok kaya shoppee misalnya. Soalnya tiktok selaku media sosial + online shope juga bjirr rakuss bgt,diborong semuanya😭Eh kalian pada ngerti ga si anj😭"
anggisstraa_,https://www.instagram.com/anggisstraa_/,Tapi kok masih banyak yg ads keranjang kuning????
thiakhoirunnisa_,https://www.instagram.com/thiakhoirunnisa_/,"Bagus, tiktok shop banyak penipuan juga, hapus aja, hapus.. Kalo bisa sekalian hapus aplikasinya juga"
abiyoyo.id,https://www.instagram.com/abiyoyo.id/,😮
renjanaxyz,https://www.instagram.com/renjanaxyz/,terus pesenan ku tiktok shop gimana dong? 😥
nisanurasyiah,https://www.instagram.com/nisanurasyiah/,😢😢😢😢😢
readingjournal09_,https://www.instagram.com/readingjournal09_/,Terus yg affiliate gimana anjirr 😢
10969sena_,https://www.instagram.com/10969sena_/,"rezeki mah dah ada yg ngatur pak, mending bapa pinjemin saya seratus 🗿"
evimz,https://www.instagram.com/evimz/,"Mulai kapan di stopnya, kok aku liat masih bisa pd live jualan?"
syaadas,https://www.instagram.com/syaadas/,harga pasar diturunin juga dong. berani ga?
napaaa.pbri,https://www.instagram.com/napaaa.pbri/,mau heran tapi +62
vnnyykr,https://www.instagram.com/vnnyykr/,YTTA🙈
hdrama_,https://www.instagram.com/hdrama_/,"Susah KLO tinggal dnegara Konoha, mengikuti perkembangan zaman ❎ pengen kembali kezaman batu ✅"
himawanardynugraha666,https://www.instagram.com/himawanardynugraha666/,tiktok scrol² liat orang joged pke baju ketat 😂😂😂
megapertiwi31,https://www.instagram.com/megapertiwi31/,"Padahal semua itu balik lagi ke hak pembeli, haih padahal aku suka beli di tiktokshop nih karena murah"
oyakyougroup_,https://www.instagram.com/oyakyougroup_/,"ASSALAMUALAIKUM KAK ✨-FOLLOWERS INSTAGRAM INDONESIA-500 FOLLS : 40k1000 FOLLS : 80K2000 FOLLS : 150K3000 FOLLS : 220K5000 FOLLS : 350K10000 FOLLS : 650K-FOLLOWERS TIKTOK-250 FOLLS : 20K500 FOLLS : 40K1000 FOLLS : 80K2000 FOLLS : 155k3000 FOLLS : 300k5000 FOLLS : 440k -SEDIA LIKE, VIEW, JAM TAYANG, YOUTUBE PREMIUM UNTUK  INSTAGRAM YOUTUBE DAN TIKTOK."
mchmdikbal_,https://www.instagram.com/mchmdikbal_/,🔥🤟😎🤙🔥
hedi.oktovian,https://www.instagram.com/hedi.oktovian/,"Power rangers merah bagaimana nasibnya, power rangers merah ngeprioritasin tiktok dibanding shopee 😂"
septinoor,https://www.instagram.com/septinoor/,"Jua beli nya lewat chat lanjut shopee, tokped, WA"
hmmmmm1598,https://www.instagram.com/hmmmmm1598/,"Ya kasian lah barang yg di promosiin artis"" dengan harga miring penjual yg ambil untung dikit jdi gk laku"
fuaniza,https://www.instagram.com/fuaniza/,"Maaf ya aku kurang faham, maksd dilarangnya disini gmana, apa yg berubah dr regulasi di tiktok saat ini berarti? Bisa dijelaskan?"
redup.tsl,https://www.instagram.com/redup.tsl/,Ini salah satu cara orang susah gak bisa kaya haduhh
frdausn,https://www.instagram.com/frdausn/,ballassi
rendi_yunandha,https://www.instagram.com/rendi_yunandha/,Ga pernah download tiktok 😆😆😆
syifaaulx,https://www.instagram.com/syifaaulx/,trus keranjang kuning w gimana dah
febbyjivani,https://www.instagram.com/febbyjivani/,Setuju banget..
muhasa97,https://www.instagram.com/muhasa97/,Candy crush tetep boleh aja ya pak?
aditkoh,https://www.instagram.com/aditkoh/,Shopee gimana tuh
adityarzkylh,https://www.instagram.com/adityarzkylh/,NORAK WKWK
umarfauzi_19,https://www.instagram.com/umarfauzi_19/,Pengen ngumpulin org yg gapernah belanja ditiktot
faisalpahlevid,https://www.instagram.com/faisalpahlevid/,Dc cakung kan ada wkwk
robyalwihusain,https://www.instagram.com/robyalwihusain/,JUDI ONLINE AJA KALIAN TUTUP ITU BARU WARAS.
marimandihujan,https://www.instagram.com/marimandihujan/,"Bagaimana solusinya untuk meningkatkan daya beli masyarakat? Itu Tik tok shop tutup aja itu masalah utamanya. Sederhananya daya beli masyarakat menurun bukan berarti masalahnya di e-commerce, atau di medsos. Saya pintar, oh tentu tidak! Karena saya mengerti bahwasanya daya beli masyarakat naik ketika tingkat ekonomi masyarakat nya juga membaik. Terlebih harga2 bahan pokok juga pada ikut naik, dgn melarang penjualan di tiktok shop juga akan membuat beberapa UMKM yg berjualan di tiktok shop juga terdampak. Tugas pemerintah takkan selesai kalau pola pikirnya hanya utk sementara. Saran yang baik ketika mas Bhima (dari Celios ketika beliau diwawancarai di metro tv mengenai tanah Abang ini) jawabannya lugas dan tepat."
rifkairfananurhayatun,https://www.instagram.com/rifkairfananurhayatun/,"Lah gimana nih, beli pampers buat anak selalu di tiktok soalnya ..."
manggapasar,https://www.instagram.com/manggapasar/,wkwkwkwk
juragansouvenir.kdl,https://www.instagram.com/juragansouvenir.kdl/,"Jangankan umkm, swalayan daerahku aja byk yg bangkrut dan tutup, mana disini gaada mall kalau mau cuci mata eh swalayan malah bangkrut😂"
manggapasar,https://www.instagram.com/manggapasar/,wkwkwkwk
priskydamayanti_,https://www.instagram.com/priskydamayanti_/,
ryu_me22,https://www.instagram.com/ryu_me22/,"Selain karena tiktok bukan platform e-commerce, ke depannya tiktok akan menjadi produsen sendiri. Sehingga barang2 yg dijual di tiktok shop bukan lagi barang2 UMKM dari Indonesia, tapi barang2 yang mereka (China) produksi sendiri dan dijual langsung di tiktok shop. Ini yang berbahaya bagi UMKM Indonesia dan perekonomian Indonesia scr luas."
dewananda.dn,https://www.instagram.com/dewananda.dn/,"Yg harus dipahami disini adalah algoritma tiktok itu menaikan produk"" murah dari china nya langsung bukan umkm kita, thats the point! Jangan sampai pasar kita dimonopoli produk murah made in china"
corner_prjct,https://www.instagram.com/corner_prjct/,Setuju
qnurmalita,https://www.instagram.com/qnurmalita/,"Kalo tiktokshop di banned, pinjol sama ngeslot juga ya di banned 🙏🏼"
hilmihmwn,https://www.instagram.com/hilmihmwn/,Padahal umkm suruh jualan d tiktok aja 😂
maria_imaculatatiara,https://www.instagram.com/maria_imaculatatiara/,"Padahal lebih suka belanja di tiktok, secara ongkir ke Papua lebih murah di tiktok 😢"
irenedpsetyawan,https://www.instagram.com/irenedpsetyawan/,"There are still many e-commers, why not stop them all ? This is called injustice."
arrhi,https://www.instagram.com/arrhi/,Per kapan ya d implementasi ini
irfanlukmanul,https://www.instagram.com/irfanlukmanul/,😂P00ppppppppp
_pufferfishhh,https://www.instagram.com/_pufferfishhh/,hiiihh janganlaa
zxmonrue,https://www.instagram.com/zxmonrue/,"Tiktok bukan buatan indonesia inget bro, pake sosmed jangan kegilaan makanya dunia ini ada psikologi yg mampu memain kan logika, inget indonesia masih berkembang belum siap ngikutin jaman, salah satu nya ya di atur di arahkan yg udh paham juga jangan asal merasa paling pinter dan ngerti digital lu harus nya membimbing membangun malah merasa sok paling ngikutin jaman pula miris bgt"
zeerenayrh,https://www.instagram.com/zeerenayrh/,"Gabegitu masalah sih orang punya usaha jualan dimana aja,cuman yg bikin bingung ga usah lah para artis atau seleb nih ikut buka jasa live gitu.Apalagi yang gajelas kayak live ""umm nyam nyamm um nyam"" tau kan yang kambara 3 itu kalian semua.Dan juga tiktok tuh enakan jaman dulu waktu pertama kali download,kembangkan lagi fitur usaha bagi orang orang rendah kayak kita² ini,loker juga susahnya.Hapus syarat utama melamar perkejaan yang harus bisa live sosial.media,atau alasan gajelas lainnya."
arras_alfath,https://www.instagram.com/arras_alfath/,Lah terus gimana Nasib Pejuang UMKM yang mengandalkan Tiktok Shop ? Padahal pasar pasar udah pada sepi ?
youryoji,https://www.instagram.com/youryoji/,Pro dan kontra. Kita ga akan bisa melawan perkembangan teknologi. Liat aja nanti. Seberapa efektifnya keputusan ini.
aitutirrrsm__,https://www.instagram.com/aitutirrrsm__/,Yang msih ada saldo yg belum ketarik gmna tuh?
pandengstuff,https://www.instagram.com/pandengstuff/,"emg bakal berpengaruh buat org org tanah abang??? menurut saya tidak ada pengaruh nya karena sudah bukan masanya orang datang ke toko toko untuk ber nego panas panasan, sekarang udah eranya digital serba praktis, seperti ojek online dan ojek pengkolan yg mau berkembang ya ikutin arusnya"
nnilamvzt,https://www.instagram.com/nnilamvzt/,Daebak 🙌🔥
trisnamodjo_,https://www.instagram.com/trisnamodjo_/,Umkn majunya kapan breeee
sipalingcapybaraa,https://www.instagram.com/sipalingcapybaraa/,Kamari thrifting yg d salahkan umkm sepi sekarang tiktok shop. Mari kita lihat bsk bsk nyalahin pihak mana lgi umkm sepi.
aldiiwws,https://www.instagram.com/aldiiwws/,pan pan pan selalu didepan🤓🤓
_dimas.aa_,https://www.instagram.com/_dimas.aa_/,"bukan malah di tutup woii, itu udah baguss melek teknologi, kasih sosialisasi tuh ke pedagang yang ga ngerti teknologi. ANEH BNGT"
rizkiaf96,https://www.instagram.com/rizkiaf96/,Ban apk nya sekalian
amarzn__,https://www.instagram.com/amarzn__/,Alhamdu
oky_ericsson,https://www.instagram.com/oky_ericsson/,Mechat ditutup juga g broo?
_fathimah.assundawy_,https://www.instagram.com/_fathimah.assundawy_/,Yuk balik ke  tp tolong ongkir luar Jawa diturunkan banyakin voucher ya❤️
nhiakhlista,https://www.instagram.com/nhiakhlista/,"Ya gk bisa dong, scara tiktok shop sbgai bukti kemajuan era digitalisasi tlglah jgn mmpersulit klw ditutup kasihan org yg mnggantungkan pendapatannya di tiktok shop"
rifaldi_mad,https://www.instagram.com/rifaldi_mad/,ALERGI PERADABAN
yosuadesandroo,https://www.instagram.com/yosuadesandroo/,"Aku harap yang Pro TiktokShop baca dulu persoalan Project S, Shadow Banned, dan Algoritma. Ini adalah momok menakutkan bagi UMKM. Mungkin usaha anda akan ramai dalam 1 2 tahun tapi bisa jadi anda akan kena shadow banned lalu barang anda dijiplak oleh UMKM negara lain 😂. Persoalan Perijinan dan Pajak, saya yakin itu hal mudah sekali tapi hal yang tak mudah adalah persoalan kepercayaan terhadap perilaku Tiktok soal Project S, Shadow Banned, dan Algoritma."
_iammozart,https://www.instagram.com/_iammozart/,"langkah tolol lebih tepat nya ini mah, perilaku belanja konsumen udh berubah seiring perkembangan teknologi. slama ga menyalahi aturan jual beli knapa mesti diblok? e-commerce panik gara2 profit mulai turun kah? ato ad udang dibalik batu dibuat kebijakan kek gini"
_kapulagaa,https://www.instagram.com/_kapulagaa/,Hahaa kerja apa nih saya 😂 kalo ditutup pusing cari lowker lahi deeh
sellamslta19,https://www.instagram.com/sellamslta19/,
whyolll,https://www.instagram.com/whyolll/,"yg komplain sama kebijakan ini tuh, mau china berkuasa disini apa gimana dah?"
masridwan98,https://www.instagram.com/masridwan98/,"Tujuan orang jual beli itu promosi juga ya, baru tau"
abdiiii_n,https://www.instagram.com/abdiiii_n/,"Ya Allah ayang gua lgi coba naikin insight tiktok shop nya dia padahal, baru bulan ini udh pada ada yg beli, malah sekarang dilarang😢, baru lulus coy, cari kerja susah, sampingan tiktok malah diban juga"
ghufronoki,https://www.instagram.com/ghufronoki/,Selamat 🔥🔥🔥
ri_dho9539,https://www.instagram.com/ri_dho9539/,kalian kalo tau masih ada yg jualan di tiktok shop laporkan aja  di aplikasi tiktok shop kan di samping kiri ada tanda panah baru keluar bacaaa laporka
ri_dho9539,https://www.instagram.com/ri_dho9539/,pengumuman kalo ada yg jualan online di tiktok shop laporkan aja di tiktok shop
rini.az,https://www.instagram.com/rini.az/,Kan bisa jualan di shopee Lazada tokped dlll . Ribet amat . Udah jelas udah ada platfrom e-commerce. Kecuali sama sekali gaada platform buat jualan online lu demo mungkin masuk akal.
anissadrmwn,https://www.instagram.com/anissadrmwn/,Sumpah :((
djowoayoe,https://www.instagram.com/djowoayoe/,Gw bukan anak TT.. ga ngerti juga main nya 😂 udahlah gw pake toko Oren aja😂
mhrtn_99,https://www.instagram.com/mhrtn_99/,RUWET
wlndru_,https://www.instagram.com/wlndru_/,
nonyylds,https://www.instagram.com/nonyylds/,Untung aku pengguna Shopee✨❤️
nurmuslim6581,https://www.instagram.com/nurmuslim6581/,Sak karepMu.
yansenlim94,https://www.instagram.com/yansenlim94/,meanwhile : orange lagi pesta
donnitahapary_,https://www.instagram.com/donnitahapary_/,Pemerintah aja blanjanya di tiktok shop apalagi ibu²😂😂
yogiazimzu4,https://www.instagram.com/yogiazimzu4/,"Solusi bodoh, harusnya yang di cerdasin yang jualan ofline, sekarang udah beda zaman masih masih aja oakek cara kuno,"
feni.indaeyo28,https://www.instagram.com/feni.indaeyo28/,Padahal bnyak yg belum ku check out di keranjang kuning😢😂
abdlslm___,https://www.instagram.com/abdlslm___/,"Ini semua karna artis yang jualan., apa lagi yang jualan sembako 😂😂😂"
iqbal285777,https://www.instagram.com/iqbal285777/,Pemerintah lama lama makin dongo
iqbal285777,https://www.instagram.com/iqbal285777/,"Pemerintah ga dapet uang kalo dr tiktok, kalo dari judi online kan dapet uang tuh 😂😂😂"
abrarrahmadi_,https://www.instagram.com/abrarrahmadi_/,"Yang komen cons masih gk ngerti konsepnya ya? Wkwkw belajar lagi coba. Contoh FB, dia ada marketplace tapi transaksi tetap terjadi diluar Facebook, lah tiktok? Sosmed tapi kok transaksi, ya ndak bisa lah. Intinya cuma itu aja. Masih aja ga paham"
armansah.id,https://www.instagram.com/armansah.id/,🔥
ransonethousand,https://www.instagram.com/ransonethousand/,Trus lu bangga dah punya akun tiktod padahal dulunya antinya China
stentzerr,https://www.instagram.com/stentzerr/,Tiktok itu apa ya?
berakvolusi,https://www.instagram.com/berakvolusi/,TikTok shop rungkad? Facebook marketplace makin rame aja nanti pasti 😂
anterajaaaaaa,https://www.instagram.com/anterajaaaaaa/,EMANG PALING BENER REBAHAN
printingkaos88,https://www.instagram.com/printingkaos88/,
affiisss,https://www.instagram.com/affiisss/,
cuzy_tyia01,https://www.instagram.com/cuzy_tyia01/,"Padahal suami ku baru mulai live dan ada pemasukan semenjak pandemi covid kemarin . Krjaan nya gak menentu , pemasukan gak jelas . Giliran skrg udh mau mulai stabil jadi kyk gini .. mau buka lapak tapi sewa nya mahal banget . Ya Allah ujian apalagi ini ?"
roy.effendi,https://www.instagram.com/roy.effendi/,"tiktok gw isi rekomendasinya brand2 lokal kok bro, gimana tuh ?"
mochakbrr,https://www.instagram.com/mochakbrr/,“Makin hari makin susah sajaMenjadi manusia yang manusia sepertinya menjadi manusiaAdalah masalah buat manusia” (Iksan skuter-Bingung)
salmon_aly,https://www.instagram.com/salmon_aly/,bru mo jual tmn yg sring pinjem duit
mfahrirmdhn._,https://www.instagram.com/mfahrirmdhn._/,😢😢😢
littlecheater_,https://www.instagram.com/littlecheater_/,Seengganya gua dah perna ngerasain belanja di TikTok shop 3 kali but still dominant gua shopee only mau semurah apa juga di TikTok
novaursulashn,https://www.instagram.com/novaursulashn/,Yaahh 😢 belom sempat beli mobil
you_n_ita,https://www.instagram.com/you_n_ita/,Korupsi hanya bikin yg kaya tambah kaya dan yg kekurangan ssmakin kekurangan
anxietenick,https://www.instagram.com/anxietenick/,Hahahaha finally!
viqihs._,https://www.instagram.com/viqihs._/,Awokawokawok makam tuh q0nt0l
viqihs._,https://www.instagram.com/viqihs._/,Awokawok makan tuh
des.wanthy,https://www.instagram.com/des.wanthy/,"Tiktok is made from china, that netizen use to doing dancing2 ala .. for 2023 all of you guys make it for selling your product more cheaper... china it was making more money from their Apps and all of cheaper stuff that you bought from apps is made from china .. what do you think guys, indonesian where is your product and Apps for making more money ????"
nurulfitrislamiati,https://www.instagram.com/nurulfitrislamiati/,baru mau jual lidah mertua 🙄
ucinovnt,https://www.instagram.com/ucinovnt/,Aku yg kerjanya jadi host live stream jualan gimana ya:(((((
produck_hashtag,https://www.instagram.com/produck_hashtag/,"SETUJU bgt!!! Yg nama'nya mo jualan itu hrs di E-Commerce. Kalo Social Media, ya fungsinya untuk bersosial. Buat happy2 ato buat ria ria 😁"
dewisdf,https://www.instagram.com/dewisdf/,udah pasti?
dareallest.tavia,https://www.instagram.com/dareallest.tavia/,Mana gw baru pesen anjr😢
sayidhikmal,https://www.instagram.com/sayidhikmal/,Nanti tunggu slese gajian aja soalnya masi banyak yg belum di cek out dikranjang
getscyclery,https://www.instagram.com/getscyclery/,lama2 nanti di suruh buat dompet digital dlu tik tok pay
alvadyza,https://www.instagram.com/alvadyza/,lucuuu lucuu
fitrydkurnia,https://www.instagram.com/fitrydkurnia/,Truss promosi klik link untuk logo hijau atau orange gituu 😂😂😂😂
jujiyumeee,https://www.instagram.com/jujiyumeee/,males bet download sopi buat belanja bjir
armando.ondihon,https://www.instagram.com/armando.ondihon/,"Hoax, sekarang tiktok masih jualan kok😂😂😂"
xe_xar,https://www.instagram.com/xe_xar/,Ini yang gegara artis jualan sembako di tiktok bkn siii
dtrisa_a,https://www.instagram.com/dtrisa_a/,
sayilitaaff,https://www.instagram.com/sayilitaaff/,
blue_galon,https://www.instagram.com/blue_galon/,Knp ga sekalian sama tiktok nya aja
crownstuddle,https://www.instagram.com/crownstuddle/,"Nooo, saya blm beli velgnya mas hengki"
aliana_oneill,https://www.instagram.com/aliana_oneill/,Peraturan yang aneh tapi nyata 🫢
namaku_michaelabrahamsapulete,https://www.instagram.com/namaku_michaelabrahamsapulete/,agak lain jaman desa satu ini
newbie_stylish,https://www.instagram.com/newbie_stylish/,"terkadang yang jualan di pasar naruh harga awal gila gilaan, pada takut nawar"
auleaiueo,https://www.instagram.com/auleaiueo/,OH NOOOO
human.are.weak,https://www.instagram.com/human.are.weak/,done ga bang?😁
meitha.azzahraa,https://www.instagram.com/meitha.azzahraa/,anjing ba ya
edoward____,https://www.instagram.com/edoward____/,Tanah Abang 🔥 👏
benxios,https://www.instagram.com/benxios/,thumbnailnya kenapa bhs indo? jadi harus F4 dulu sebelum baca caption
affanulh,https://www.instagram.com/affanulh/,SETUJU SEKALI...... 🔥👏
besokmungkinsampai,https://www.instagram.com/besokmungkinsampai/,Jualan imortal beli winter dimobilejen apakah juga nantinya dilarang🗿
dnnyprdft,https://www.instagram.com/dnnyprdft/,
novelions_aja,https://www.instagram.com/novelions_aja/,tumben lu gk nongol min
dhea_mentari,https://www.instagram.com/dhea_mentari/,
1_hypeb0ys,https://www.instagram.com/1_hypeb0ys/,Ya iyalahhh
kilafatih,https://www.instagram.com/kilafatih/,"SETUJU BANGET TIKTOK DITUTUP; BIar balik lg ke market place tiktok. Kan konten kreator balik ke pengaturan awal ja konten kreator hiburan,, dampak bgt semenjak tiktok ada dlu jaman shoope lazada ggak ampe gulung tikar gini"
teguhguhte,https://www.instagram.com/teguhguhte/,podo wae.promosi . cod
marsadasongket,https://www.instagram.com/marsadasongket/,❤️❤️❤️❤️❤️❤️❤️
marsadasongket,https://www.instagram.com/marsadasongket/,❤️❤️❤️❤️❤️❤️❤️
wahyu88_08,https://www.instagram.com/wahyu88_08/,Gw dah CO trus gimana nih
tara.zwlk,https://www.instagram.com/tara.zwlk/,Ga bisa beli diamon mlbb. ilegal lewat tiktod lagi dong
maverick_endit81,https://www.instagram.com/maverick_endit81/,tiktok udah ngantongin ijin jualan di indonesia sebelum dilarang..yg berikan ijin perdagangan kan kementerian perdagangan..lha menteri nya siapa tuh?? (ooops) yg kemarin kluyuran di pasar2 blg tiktok tdk blh jualan hrs lwt distributor
cinderjagung,https://www.instagram.com/cinderjagung/,DIH????
gilangxwb_,https://www.instagram.com/gilangxwb_/,"Buat para seller tiktok shop, cuma ada 2 pilihan.. Mo ngikuti aruss apa mau tenggelam. kita masih banyak cara kok 🙌🏼"
ilhaamprasetyo,https://www.instagram.com/ilhaamprasetyo/,"Yg bikin sepi tuh bukan kita penjual online , tapi artis yg jualan online . Jualnya dibawah harga pabrik karna dapet potongan dari si aplikasi . Kita yg jual online sama kok lagi kegencet juga , sepi juga sama ."
devontain96,https://www.instagram.com/devontain96/,"Mampus, berawal dari Akimilaku berujung semua milikku 🤣"
nugrahapsa,https://www.instagram.com/nugrahapsa/,Hehe
jemmy158,https://www.instagram.com/jemmy158/,Definisi ga percaya kalo rezeky ga bakal ketuker
indracatraarcipasa,https://www.instagram.com/indracatraarcipasa/,Mungkin banyak yg ga suka tapi ini sebenarnya pengambilan langkah yg tepat mencegah UMKM bangkrut
vheny_halle,https://www.instagram.com/vheny_halle/,
hafbaar8,https://www.instagram.com/hafbaar8/,Hhhhmmmm 975478x
oyaya_me,https://www.instagram.com/oyaya_me/,Knp mereka gk bikin tiktok shop juga ya? Soalnya gw blum pnya motor jdi merasa terbantu aja ama tiktok shop . Tpi yaudahlahh dmi UMKM kitaaa🙌
ihsanpratamaa,https://www.instagram.com/ihsanpratamaa/,
davinjend,https://www.instagram.com/davinjend/,miris
fahriroshan,https://www.instagram.com/fahriroshan/,
ferdianx_,https://www.instagram.com/ferdianx_/,Seharusnya pedagang nya di sosialisasi di era digital ini👏
xdvctanx,https://www.instagram.com/xdvctanx/,Penting besok masih bisa makan aja dah
deepaaja,https://www.instagram.com/deepaaja/,karek rek der sa euy
cutadzraa,https://www.instagram.com/cutadzraa/,sedi:( gabisa co produk promo gede cuma di live  🥺🥺🥺
starfire.879645,https://www.instagram.com/starfire.879645/,Menurutku sharusnya bukan ga boleh jualan di sosmed tp di kontrol aja regulasi nya.. skrg apa apa jg jualan via internet jg jamannya berubah jgn melawan perubahan teknologi tinggal aturan mainnya aja yg di pertegas.. btw yg gw bingung klo lu jualan di tiktok shop susah lha knp ga coba ke shopee misalkan? Kan shopee jg byk tuh umkm jualan disitu? Knp musti bersaing di tiktok klo susah
nisa_sayyidatun,https://www.instagram.com/nisa_sayyidatun/,
klaritaaaaa_,https://www.instagram.com/klaritaaaaa_/,apakabar hamba dan UMKM lain yang dapet duit di tiktok😭😭😭
agusekaa,https://www.instagram.com/agusekaa/,Dilarang krn tiktok menjatuhkan harga pasar dan sebagian besar barang dr cina✌️
pxdeee,https://www.instagram.com/pxdeee/,"Mau ga miskin aja, apa² ga boleh"
akang_gemoy,https://www.instagram.com/akang_gemoy/,Baru mau mulai  😢
blueraspbean,https://www.instagram.com/blueraspbean/,"mmm soalnya tiktok tuh punya algoritm, mang gak liat apa ada orang cina yg tiba tiba lancar bhs indonesia, terus habis itu nge follback follback in kalian?"
blueraspbean,https://www.instagram.com/blueraspbean/,"mmm soalnya tiktok tuh punya algoritm, mang gak liat apa ada orang cina yg tiba tiba lancar bhs indonesia, terus habis itu nge follback follback in kalian?"
m0nkeydluffy12,https://www.instagram.com/m0nkeydluffy12/,terus kumaha dagang na?
ririnagstina_,https://www.instagram.com/ririnagstina_/,setujuuu sihh
yosiabrln,https://www.instagram.com/yosiabrln/,AHAHAHAHAHA
asrilstarii,https://www.instagram.com/asrilstarii/,haduuu padahal pendapatan jualan disana lumayan
rizkyauditama,https://www.instagram.com/rizkyauditama/,Dulu yang tau modal barang Hanya Org2 yg berkomunikasi langsung dengan Distributor. Kalau era skrg Dengan Scroll tiktok shop /shopee Sudah terpampang Jelas Harga Modal barang. Dan miris nya Harga Modal Barang di Platform tersebut di jadikan Pebanding dengan lapak sebelah. Sehingga Membuat persaingan Antar distributor dengan reseller terjadi kesenjangan
asrilstarii,https://www.instagram.com/asrilstarii/,haduuu padahal pendapatan jualan disana lumayan
irsyam_mwrd301,https://www.instagram.com/irsyam_mwrd301/,lah kalo amit amit ada lock down repot kalo tiktok nggak bisa jualan lagi buat gua yang pencari diskon ege wkwkkw
kevinkanuzan_,https://www.instagram.com/kevinkanuzan_/,Regulasinya aja blok di perjelas!
aisyiyah.nuur,https://www.instagram.com/aisyiyah.nuur/,ILOve tiktokshop😍🔥
stevanhoky,https://www.instagram.com/stevanhoky/,Ujung2nya nanti di kenakan pajak juga 🫡
snsaaaan,https://www.instagram.com/snsaaaan/,ih tp tiktokshop lebih murah😢
qewluss,https://www.instagram.com/qewluss/,
tifaasgaf,https://www.instagram.com/tifaasgaf/,Hhhhh what theeeeee kalo tiktokshop di hapus harusnya e-commers lain di hapus ajaaaa pak
yulianti_shintiaa,https://www.instagram.com/yulianti_shintiaa/,
hafsaah.ar,https://www.instagram.com/hafsaah.ar/,"padahal seumur” br kali ini main sosmed terus dapet duit yg lumayan, pdhl banyak jg yg kebantu grgr tiktok shop ini. coba kek ikutin zaman, bukannya dikit” tutup dikit” tutup🥲"
andri_suratman,https://www.instagram.com/andri_suratman/,Kirain pemerintah itu pinter 😂😂😂 ternyata?????
arumihoo_,https://www.instagram.com/arumihoo_/,"Beradu argumen dipersilahkan , ane nyimak aja 😁"
pradnyacindy,https://www.instagram.com/pradnyacindy/,"tpi harga di tik tok shop mmg lbh murah, ngebantu dompet kering aku di akhir bulan😢"
taariyaw,https://www.instagram.com/taariyaw/,"UMKM lokal juga banyak di tiktok shop gila, sama aja pemerintah ngancurin UMKM lokal"
maulanahr,https://www.instagram.com/maulanahr/,dituntut untuk menjangkau pasar dengan melek teknologi malah disuruh jadi kaum primitif wkwk
yogawildbornean,https://www.instagram.com/yogawildbornean/,Lah Segala WA Faceboom itu ada marketplace nya juga loh atau aku yg gak paham mohon pencerahan.
salmayanthy,https://www.instagram.com/salmayanthy/,Kalian dnk perintah mestinya besi subsidi ke umkm
yuliani318_,https://www.instagram.com/yuliani318_/,"Aku dan temen"" yg kerjanya jadi host live di tiktokshop nanges bgtt😭😭"
ndaws.jpg,https://www.instagram.com/ndaws.jpg/,setuju sih
s_mutya10,https://www.instagram.com/s_mutya10/,Tapi ada kocak nya juga😂
arumihoo_,https://www.instagram.com/arumihoo_/,"Tp emang aku sendiri gaknyaman liat jualan ditiktok, pengen liat konten yg harusnya menghibur eh malah kek kepancing pengen beli wkakakakak , dompet tipis lagi hahahah"
kimtaann_,https://www.instagram.com/kimtaann_/,Jirlahhh fak kata gw teh😭😭
kkklbyd,https://www.instagram.com/kkklbyd/,oh no basreng ku
ibnuaryaxx,https://www.instagram.com/ibnuaryaxx/,Stress
ekkypratamap,https://www.instagram.com/ekkypratamap/,I LIKE IT
robbyansyahdewan,https://www.instagram.com/robbyansyahdewan/,"Negara penuh lawak ya gini, Anehh banget hmmm 🤔"
lunarirfansyah,https://www.instagram.com/lunarirfansyah/,late game perihh
hindasyah.imas,https://www.instagram.com/hindasyah.imas/,"serba salah jadi pemerintah tiktok shop ditutup buat melindungi produk lokal dan harga pasar biar kagak kebanting produk china, bknnya disyukuri malah ngebacot.. itu tempat jualan laen banyak bukan tiktok doang."
_yieeell,https://www.instagram.com/_yieeell/,hah emang kenapa?
godiergogo,https://www.instagram.com/godiergogo/,jadi kangen Tiktok era si Bowo 😎😢
sitisalwafadila,https://www.instagram.com/sitisalwafadila/,
suherman.coom,https://www.instagram.com/suherman.coom/,Namanya bisnis kalau nggak ikut perkembangan ya mana bisa bersaing yg salah pemerintah kok tempat orang cari makan di tutup
