user,url,komentar
xtrememerch,https://www.instagram.com/xtrememerch/,Ga masalah tiktoknya. Tapi predatory pricing mereka. Bakar2 duit. Diskon gila2an. Bayangin aja harga ecernya bisa sampe lebih murah dari harga grosir
fredoaquinaldo,https://www.instagram.com/fredoaquinaldo/,"Pdhal ga ngefek, ANEH BGT 😂"
anggorowicza,https://www.instagram.com/anggorowicza/,"Di comment malah banyak yang belain emang seminim itukah critical thinking nya? Kenapa seolah2 isu ini dinarasikan perseteruan antara tiktod dan pedagang tanah abang? Padahal kebijakan yg diambil pemerintah buat stop tiktodsyop bagus buat mencegah hancurnya UMKM di Indonesia. Ingat, 60% roda perekonomian kita digerakkan oleh UMKM, kalian bayangin aja daya rusaknya kayak apa kalo keputusan ini gak jadi diambil dan diterapkan segara."
bilal_ptria,https://www.instagram.com/bilal_ptria/,kurir tiktok shop : lu asik banget bang
vwxy.zen,https://www.instagram.com/vwxy.zen/,keranjang kuningnya nyangkut di transit DC cakung terus inimah
stevansyoung,https://www.instagram.com/stevansyoung/,"Kebijakan yg aneh, padahal umkm juga banyak yg nasibnya ada disini"
geby_yuandita,https://www.instagram.com/geby_yuandita/,Alhamdulillah teman-temanku biar bisa hemat🙏🏻
xtrememerch,https://www.instagram.com/xtrememerch/,Ga masalah tiktoknya. Tapi predatory pricing mereka. Bakar2 duit. Diskon gila2an. Bayangin aja harga ecernya bisa sampe lebih murah dari harga grosir
cicijenner214,https://www.instagram.com/cicijenner214/,"Tolong bedain ya, bukan UMKM tidak maju. Saya dan Kakak saya pernah bisni baju lokal, sudah promote ini itu faktanya kalah sama produk luar, terutama China. Ditambah lagi produsen ikut jualan dengan harga banting jauh parah. Terus distributor nasibnya gimana? 😂 FYP tiktok itu jahat ya, dia lebih merekomendasikan produk luar dan produk besar. Bisa mati lama-lama ekonomi Indonesia karena rantai jual belinya yang berantakan, tidak akan terjadi perputaran ekonomi lagi."
rszydmz_,https://www.instagram.com/rszydmz_/,"Jumlah pedagang di tiktok shop lebih banyak dri pedagang di tanah abang, ada berpa puluh atau bahkan brpa jta org yg hrs stop berjualan di tiktok shop, sebagai penjual di tiktok shop hrsnya bisa demo balik pemerintah, zaman sudah berkembang degn pesat, tapi masyrakat kita smdiri yg gk mau berkembang, malah nyalahin teknologi"
farhaneinsten,https://www.instagram.com/farhaneinsten/,Lah itu fb ada marketplace? Mana jualan musang ama kandang😂
wsjrc,https://www.instagram.com/wsjrc/,MENDING URUS KAPARAT KORUPSI DRPD TIKTOK CUIH
gilang_septip,https://www.instagram.com/gilang_septip/,iri ngk ada ppn yg masuk
reksy___,https://www.instagram.com/reksy___/,runkad gara gara slot
anievo.id,https://www.instagram.com/anievo.id/,"kebanyakan ngurus religi sampe2 gak melek teknologi, pemerintah wakanda ampas"
dewikusniawatii,https://www.instagram.com/dewikusniawatii/,😢
rinanuraainii,https://www.instagram.com/rinanuraainii/,😭
perdanaricardo,https://www.instagram.com/perdanaricardo/,Pantes pada banting harga di tiktok shop
landozen,https://www.instagram.com/landozen/,alhamdulillah shopee gakena wkwk
kukuh_prakoso,https://www.instagram.com/kukuh_prakoso/,"Kasihan orang daerah2 yg mulai berjualan di tiktokshop, mulai beli kelas, mulai belajar2 live dan jualan lewat online, orang2 tua yg diajarin anaknya jualan di tiktokshop juga, Bahkan orang2 yg cacat, drpd mereka ngemis banyak yg mulai jualan live di tiktokshop, yg gabisa kerja atau ga mampu sewa tempat di offline, kalo di toko oren sm ijo juga kalo ga ngiklan ga laku kalah sm seller besar dan seller official,host live jualan , karyawan dengan skill digital yg tadinya masuk ke umkm tiktokshop karena dibutuhkan sm yg gaptek, dan banyak lagi dampaknya"
jodhymd,https://www.instagram.com/jodhymd/,"seperti biasa, pro dan kontrapro dengan alasan logis, kontra dengan ego  😋"
huangwesley,https://www.instagram.com/huangwesley/,"Kalau takut china bakal take over ekonomi, kan bisa tggl take out brand yg iming2 lokal tpi cina. Lagian, kenapa sih gk ada solusi lain. *Ok, ban tiktok, solusi nya apa?* Berapa umkm yg bakal dampak gegara keputusan ini? Pertimbangkanlah~"
_geroz,https://www.instagram.com/_geroz/,"Bilangnya mau jadi negara maju, tp malah jalan mundur hadeh😐"
_zaainnn,https://www.instagram.com/_zaainnn/,Fak kata gue teh
ariecahyo_,https://www.instagram.com/ariecahyo_/,"Tiktokshop dimatikan. Tapi judi online regulasinya ga diatur, pinjol meraja lela.👏👏👏👏"
aldyaalfi,https://www.instagram.com/aldyaalfi/,bukannya semua dibikin online bukan yg
krishnadi_pangawira,https://www.instagram.com/krishnadi_pangawira/,Persis kayak Kebijakan Benteng Soekarno... 😂 kalau ga bisa mengembangkan diri ya bunuh lawan. 👉🏿🤪👈🏿
disajuliana_,https://www.instagram.com/disajuliana_/,
hi.canami,https://www.instagram.com/hi.canami/,"Kak bantu beritain dong Palembang udah masuk titik HAZARD di 400an gara2 kebakaran hutan, udaranya parah banget, kayaknya disini ditutupin biar gak sampe nasional 🥲"
owenbenedict,https://www.instagram.com/owenbenedict/,panik belum co hp murah di kochun
mh.irhmm_,https://www.instagram.com/mh.irhmm_/,😢
alf.snctry,https://www.instagram.com/alf.snctry/,"edukasi singkat aja, kemungkinan langkah dari pemerintah untuk melakukan banning tersebut merupakan hal yang positif untuk produk dan umkm pure asal indonesia, mengapa demikian? karena pada dasarnya tiktok punya algorithm sendiri untuk merekomendasikan apa yang bisa atau tidak kita lihat dalam platform tersebut, kalau ada yang bilang ""INI MEMATIKAN UMKM DAN TIDAK BISA MENGIKUTI PERKEMBANGAN ZAMAN!"" well, saran gw tahan dulu argumentasi tersebut, chart bahkan menunjukan bahwa produk asli indonesia sendiri dibabat habis oleh produk china karena salah satunya teknik marketing jenius dari mereka dengan platform tiktok tersebut, kok bisa? kecenderungan diri untuk membeli sesuatu yang bagus dan murah itu udah mengakar dari diri kita sebagai orang indonesia bahkan sampai melupakan fakta bahwa produk yang kita beli ialah produk asing dan bukan produk indonesia yang berimbas pada kerugian kita sendiri, karena umkm dan usaha lokal itu ga dapet keuntungan ataupun defisit. jadi langkah pemerintah mungkin hanya untuk bisa memutar uang rupiah kepada sesama pemegang rupiah (bisnis lokal) sehingga tidak kalah valuenya dengan asing dan bisa mengembangkan potensi melawan asing."
cakraaaglh,https://www.instagram.com/cakraaaglh/,"balik lagi ke penjual,dia bisa berjualan dimanapun dan dengan cara dia sendiri untuk menarik pelanggan,umkm indonesia juga skrng bnyk yg mulai ngikut perkembangan jaman dengan berjualan di tiktok"
harianmadrid,https://www.instagram.com/harianmadrid/,"Seengaknya sudah 3 kali merasakan co di tiktok, sama kayak kebobolan madrid semalem.. 😭"
antarestar_outdoor,https://www.instagram.com/antarestar_outdoor/,"gimana nasib affiliator"" tiktok ?🥺"
ichalhaq,https://www.instagram.com/ichalhaq/,Baru juga mau nyoba jualan LIVE udah gabisa aja 🤭
bagassprasetyo29,https://www.instagram.com/bagassprasetyo29/,"Di belakang orang2 tanah abang , ada marketplace juga yang merasa tersaingi . Eh sorry2 keceplosan"
fixedgear.smi,https://www.instagram.com/fixedgear.smi/,😢
yehsaananta_,https://www.instagram.com/yehsaananta_/,Lolz
raniifahza,https://www.instagram.com/raniifahza/,yo opo seee
ms.sbong,https://www.instagram.com/ms.sbong/,Dunia ga hanya berputar di Tanah abang.
yahyarendra,https://www.instagram.com/yahyarendra/,🙃
ihsan_dwi2.958,https://www.instagram.com/ihsan_dwi2.958/,"Seneng ga seneng si sebenernya, saya jual sparepart motor sepi Karna di tiktok banyak yang jual produk dengan harga lebih murah, bahkan sekelas dealer aja sampe turun jadi pedagang seperti kita kesampingkan dengan harga murah dari toko biasanya, akibat nya banyak pembeli yang mengeluh dengan harga yang saya jual, padahal ngambil keuntungan nya tipis banget, tapi ttp aja aga berpengaruh 😌"
vacahaya,https://www.instagram.com/vacahaya/,"Huhuhuhu padahal membantu umkm berkembang lebih ceopattt, plisa pak dipertimbnagkan lagi"
iyainichyka,https://www.instagram.com/iyainichyka/,Memm ini gimana sii? 😢
sad_girls1177,https://www.instagram.com/sad_girls1177/,"Orang jelas² dagang usaha sendiri modal sendiri Dilarang², giliran yang makan DUIT RAKYAT BEBAS² AJA!!!"
1_hypeb0ys,https://www.instagram.com/1_hypeb0ys/,Ya Rizki sudah di atur sama Alloh kok malaah begini kocak
1_hypeb0ys,https://www.instagram.com/1_hypeb0ys/,"Rizki udah di atur sama Alloh SWT, kan semua orang punya rizki masing masing gaaaaa mau belanja online di hps di tiktokkk😢😢"
deny.setiawan.3958914,https://www.instagram.com/deny.setiawan.3958914/,"Tiktok membantu ukm.krn pemodal kecilpun bisa jualan,dari sabang sampai meroke, umkm kita tumbuh lebih merata..kenapa hanya pasar tanah abang saja yg jadi patokan.harus nya ada setudy husus..yg menangani pasar dingital..j"
utamioktalina_,https://www.instagram.com/utamioktalina_/,jangan lupa cek keranjang kuning
yistiyisnika,https://www.instagram.com/yistiyisnika/,Mana berani indo ke china 🤭
himeka_ishiyama,https://www.instagram.com/himeka_ishiyama/,guwah yg blm pernah instal tiktok bilek 🗿
mamanmoly,https://www.instagram.com/mamanmoly/,"Padahal banyak yg terbantu hidupnya gara2 tiktok, contohnya aku gr2 ikut affiliate tiktok jd berpenghasilan walaupun IRT dirumah aja 😢Selain itu jg banyak umkm yg sukses berawal dr tiktokshop ❤️🙌"
itsmendys_,https://www.instagram.com/itsmendys_/,Yaudah biayaa lain2 di shopee nya di ilangin bisa?
ms.elly_,https://www.instagram.com/ms.elly_/,Tim yg ngga pernah beli dan ga tau caranya beli produk di tiktok ———>
jun4aa__,https://www.instagram.com/jun4aa__/,shatt
ceritamotivasi_,https://www.instagram.com/ceritamotivasi_/,Kenapa baru sekarang? Yg udah bangun kolam gimana itu
mils.27,https://www.instagram.com/mils.27/,Full senyum yaa ge
nissnwaffer_,https://www.instagram.com/nissnwaffer_/,
abdulaziz.writer,https://www.instagram.com/abdulaziz.writer/,Padahal banyak juga sisi positifnya loh. Misalnya orang-orang yang gak ada bahan buat jualan bisa bikin konten promosi dengan dapat sampel produk kalau join affiliate. Aku juga dulu sempat aktif di program affiliate dan lumayan banget buat tambahan biaya di perkuliahan. Emang ada dampak negatif dan positif nya sih. 😕
lintaaliyah,https://www.instagram.com/lintaaliyah/,Kalo bisa mengembalikan fungsi pasar tradisional gpp. Tp kalo sama aja yaudah aku pinjem 100
meilinanurar,https://www.instagram.com/meilinanurar/,baru juga dafar affiliate ah elah 😂
rizkyfaadil,https://www.instagram.com/rizkyfaadil/,gak ada affiliate pecah rekor lagi 😂
rifarieff_,https://www.instagram.com/rifarieff_/,"Gak bakal ngaruh, soalnya ini bicara tentang perkembangan zaman. Tetep aja lebih banyak orang yang beli barang online ….beli di offline tuh banyak resiko, harga lebih mahal, ongkos perjalanan belum resiko keamanan dan kenyamanan"
sselpim,https://www.instagram.com/sselpim/,Mending yg di tanah abang ikut jualan di tiktok dahh
dreantrstn,https://www.instagram.com/dreantrstn/,karek ge gawe anjing geus aya nu karieu patut
narasayyid,https://www.instagram.com/narasayyid/,waduh
abd_muhaemin98,https://www.instagram.com/abd_muhaemin98/,Padahal yang di tanah abang juga sama jualan di tiktok juga harus di kaji lagi sihh soal ini
annisa.27,https://www.instagram.com/annisa.27/,wehh barang gua belom sampeeeee
shofianarizky,https://www.instagram.com/shofianarizky/,Gwenchana?
briandjie,https://www.instagram.com/briandjie/,wkkwkw negara goblokk
rofiefauzie,https://www.instagram.com/rofiefauzie/,siap siap open loker 😢
adimujiono,https://www.instagram.com/adimujiono/,Ibu ibu yang baru laku 1 tas itu gimana nasib nya?
__auliay,https://www.instagram.com/__auliay/,
urkwanzio,https://www.instagram.com/urkwanzio/,"Shopee say hello, walau dilarang yakin sih tetep sepi. Kenapa? Kalo lu mikirin rakyat kecil harusnya lu juga mikir bahwa mereka sedang mencari yg mudah dan murah. Barang2 di Tiktok shop itu murah dan terjangkau bahkan oleh orang yg rumahnya jauh gabisa kepasar lgsg buat beli. Ditambah sebagian orang gamau capek2 jalan buat ke pasar yg belum termasuk capek hadepin penjual nakal, getok harga, pengamen, desek2 sama kalo apes kena copet😂 Pikirin itunya juga, keluarga almh. nenek gua tinggal jauh dari pusat kota yg jaraknya 9 km kalo mau ke jalan raya dan juga masih ingin mencari kebutuhan yg murah dikantong. Sejak mengenal sejenis tiktok shop, kebutuhan mereka jadi terpenuhi :)"
alnairamrym,https://www.instagram.com/alnairamrym/,istigfarrr
amirabaabduh_,https://www.instagram.com/amirabaabduh_/,"sedih bgt, padahal baruuuu bgt berjuang di tiktok shop😭😭"
lohhehello,https://www.instagram.com/lohhehello/,bahagiakuuu :(
doywiee,https://www.instagram.com/doywiee/,
deelestarie_mc,https://www.instagram.com/deelestarie_mc/,🥹🥹🥹
rayshanto2701,https://www.instagram.com/rayshanto2701/,temen saya lagi ngelive jualan ini sekarang
m_ihsnnnn,https://www.instagram.com/m_ihsnnnn/,Baru juga mau buka toko di tt shop🗿
firliakhusna,https://www.instagram.com/firliakhusna/,Perasaan banyak jg loh UMKM lokal yg juga jualan di Tiktok bahkan usaha mereka makin besar...Kek mana nieee😂
abduhngawur,https://www.instagram.com/abduhngawur/,piieeee ki nganggur no aku
levi.lutviah,https://www.instagram.com/levi.lutviah/,Yg jualan di michat gak dilarang pak?
melysiabun,https://www.instagram.com/melysiabun/,Puji Tuhan jobdesc berkurang 1 🤭
rszydmz_,https://www.instagram.com/rszydmz_/,"Jumlah pedagang di tiktok shop lebih banyak dri pedagang di tanah abang, ada berpa puluh atau bahkan brpa jta org yg hrs stop berjualan di tiktok shop, sebagai penjual di tiktok shop hrsnya bisa demo balik pemerintah, zaman sudah berkembang degn pesat, tapi masyrakat kita smdiri yg gk mau berkembang, malah nyalahin teknologi"
rimaekariss,https://www.instagram.com/rimaekariss/,delok
fatimatussaadh,https://www.instagram.com/fatimatussaadh/,😢😢
yudistiraaa13,https://www.instagram.com/yudistiraaa13/,nasib kk gw gimana yang jualan di tiktok
ffattimah_,https://www.instagram.com/ffattimah_/,Baru mau jual laki2 yang gatau diiri 😢
ikozuaan,https://www.instagram.com/ikozuaan/,ini se?
muhammadnurfaizi_,https://www.instagram.com/muhammadnurfaizi_/,gimana tanggapan sepuh seller titok  ?
ramadanni_ss,https://www.instagram.com/ramadanni_ss/,ini sungguh tidak bisa
namakubagusloh,https://www.instagram.com/namakubagusloh/,Miskin solusi 👎🏻
cettamandarin,https://www.instagram.com/cettamandarin/,"😢yg dulunya dpt penghasilan dr tiktok shop, nasibnya gimana ya skrng? 😢"
imkareennn_,https://www.instagram.com/imkareennn_/,waduhh gimana ni bray
gigjeu,https://www.instagram.com/gigjeu/,njir
caapaq,https://www.instagram.com/caapaq/,gmn ni
viniliaaa.p,https://www.instagram.com/viniliaaa.p/,😢😢😢
wibowo_ep,https://www.instagram.com/wibowo_ep/,"Mungkin bahasanya nanti diganti bukan jualan,  tapi di maharin atau Barter 😂😂😂"
1nonly_aldo,https://www.instagram.com/1nonly_aldo/,Lebih enakan belanja di toko ijo sama toko oren 😅
dh_faul,https://www.instagram.com/dh_faul/,"Komen pada bilang orang-orang ketinggalan zaman padahal mereka sendiri nggak tau tiktok shop itu sejahat apa... ""Gini aja dibanned, pantes indo nggak maju-maju."" Padahal udah banyak negara maju yang banned tiktok. Jadi ini sebenarnya yang kolot siapa?"
fiqhirabbani,https://www.instagram.com/fiqhirabbani/,
emm_abraham,https://www.instagram.com/emm_abraham/,Bukannya mendidik dan membekalkan masyarakat dengan daya saing dan mental dagang yang kokoh serta menyediakan sarana prasarana untuk boost perdagangan... malah mendukung kekolotan gmn sih
adinda.meiliani,https://www.instagram.com/adinda.meiliani/,terus transaksi nya lewat wa gitu kalo ga ada shope ada nya toko di tiktok
_srsmni,https://www.instagram.com/_srsmni/,Aduh panick buying dl selagi bicaa
drkiki__,https://www.instagram.com/drkiki__/,Promosi aja biar Template capcut saya laku🙌
janechristabell,https://www.instagram.com/janechristabell/,😥
bangbenana,https://www.instagram.com/bangbenana/,Harusnya pemerintah buat edukasi digitalisasi bisnis bukan malah nutup platform digital. Karena banyak toko di luar negri yg ada sellernya live selling di tokonya. Contohnya platinum thailand. Kalau bisnis restoran sepi yg di lakukan bukan menutup aplikasi gofood kan? Ojek pangkalan sepi bukan menutup gojek kan? Coba problem solving skillnya di latih dong
windusptr,https://www.instagram.com/windusptr/,
yunuzdatra,https://www.instagram.com/yunuzdatra/,kalo ga dibolehin live jualan gw harus live mandi lumpur kah ?🗿
dewwwiik,https://www.instagram.com/dewwwiik/,"sori bgt, tp umkm juga ada yg ""bertumbuh"" di tiktok shop lo, apa ga dipertimbangkan lebih lanjut aja..."
kenny_nderson,https://www.instagram.com/kenny_nderson/,Min aku masih CO basreng tetep dikirim ga?
